id,number_of_suggestions,number_of_plans,number_of_accept,number_of_accept_2,mobile_plan
4669.0,2,1,0.0,0,Unknown
4670.0,6,4,1.0,1,DATACALL
4673.0,7,4,1.0,1,SOCIALMEDIAGOLD
4674.0,4,4,1.0,1,DATASILVER
4676.0,1,1,0.0,0,Unknown
4677.0,7,5,2.0,2,"SOCIALMEDIA, DATAGOLD"
4678.0,5,4,0.0,0,Unknown
4680.0,3,3,1.0,1,SOCIALMEDIA
4681.0,3,3,1.0,1,DATASILVER
4682.0,2,2,0.0,0,Unknown
4685.0,4,3,1.0,1,SOCIALMEDIA
4687.0,6,4,2.0,1,DATACALL
4688.0,4,4,0.0,0,Unknown
4692.0,4,2,1.0,1,SOCIALMEDIAGOLD
4693.0,7,3,3.0,1,DATASILVER
4694.0,3,2,1.0,1,SOCIALMEDIAGOLD
4695.0,5,2,0.0,0,Unknown
4696.0,1,1,0.0,0,Unknown
4698.0,3,3,0.0,0,Unknown
4699.0,5,4,2.0,1,DATAGOLD
4700.0,1,1,1.0,1,DATASILVER
4702.0,3,3,1.0,1,SOCIALMEDIAGOLD
4703.0,4,2,0.0,0,Unknown
4705.0,5,4,1.0,1,SOCIALMEDIAGOLD
4706.0,3,3,0.0,0,Unknown
4708.0,3,3,1.0,1,DATASILVER
4709.0,3,3,0.0,0,Unknown
4711.0,7,3,3.0,1,DATASILVER
4712.0,4,3,1.0,1,DATASILVER
4718.0,4,3,0.0,0,Unknown
4719.0,1,1,1.0,1,DATASILVER
4721.0,4,3,1.0,1,DATASILVER
4722.0,2,2,0.0,0,Unknown
4723.0,1,1,1.0,1,SOCIALMEDIAGOLD
4725.0,6,4,0.0,0,Unknown
4726.0,3,3,0.0,0,Unknown
4729.0,4,3,3.0,3,"DATASILVER, SOCIALMEDIA, SOCIALMEDIAGOLD"
4731.0,2,2,0.0,0,Unknown
4733.0,2,2,1.0,1,DATAGOLD
4735.0,3,3,1.0,1,DATASILVER
4736.0,7,4,0.0,0,Unknown
4737.0,3,2,0.0,0,Unknown
4738.0,3,3,0.0,0,Unknown
4739.0,2,2,1.0,1,SOCIALMEDIAGOLD
4740.0,4,3,0.0,0,Unknown
4741.0,1,1,0.0,0,Unknown
4743.0,1,1,1.0,1,DATASILVER
4744.0,3,3,1.0,1,DATAGOLD
4745.0,1,1,1.0,1,DATASILVER
4748.0,4,3,1.0,1,SOCIALMEDIAGOLD
4749.0,1,1,0.0,0,Unknown
4751.0,1,1,0.0,0,Unknown
4756.0,1,1,0.0,0,Unknown
4757.0,3,2,1.0,1,SOCIALMEDIA
4759.0,5,4,0.0,0,Unknown
4760.0,6,5,1.0,1,SOCIALMEDIAGOLD
4762.0,4,3,0.0,0,Unknown
4763.0,2,2,0.0,0,Unknown
4764.0,1,1,1.0,1,DATASILVER
4766.0,1,1,1.0,1,SOCIALMEDIA
4768.0,2,1,1.0,1,SOCIALMEDIAGOLD
4769.0,4,2,1.0,1,SOCIALMEDIA
4770.0,4,4,0.0,0,Unknown
4771.0,3,3,0.0,0,Unknown
4772.0,5,2,1.0,1,SOCIALMEDIA
4773.0,3,3,1.0,1,SOCIALMEDIAGOLD
4775.0,5,4,1.0,1,SOCIALMEDIAGOLD
4777.0,6,4,0.0,0,Unknown
4778.0,2,2,0.0,0,Unknown
4780.0,5,4,1.0,1,DATASILVER
4782.0,6,4,0.0,0,Unknown
4787.0,6,4,2.0,2,"SOCIALMEDIA, SOCIALMEDIAGOLD"
4789.0,3,3,0.0,0,Unknown
4791.0,1,1,0.0,0,Unknown
4794.0,3,3,0.0,0,Unknown
4795.0,3,3,0.0,0,Unknown
4796.0,5,5,0.0,0,Unknown
4799.0,5,4,0.0,0,Unknown
4802.0,2,2,1.0,1,DATASILVER
4803.0,8,4,1.0,1,SOCIALMEDIA
4804.0,4,3,1.0,1,DATACALL
4805.0,6,4,1.0,1,SOCIALMEDIA
4806.0,1,1,1.0,1,DATASILVER
4807.0,2,2,0.0,0,Unknown
4808.0,4,3,0.0,0,Unknown
4809.0,3,2,1.0,1,SOCIALMEDIA
4811.0,5,4,0.0,0,Unknown
4812.0,4,4,0.0,0,Unknown
4813.0,4,3,0.0,0,Unknown
4814.0,1,1,0.0,0,Unknown
4815.0,2,2,1.0,1,SOCIALMEDIA
4816.0,2,2,0.0,0,Unknown
4818.0,2,2,0.0,0,Unknown
4819.0,9,5,3.0,1,SOCIALMEDIA
4820.0,5,3,1.0,1,DATACALL
4821.0,1,1,1.0,1,DATACALL
4823.0,5,5,2.0,2,"SOCIALMEDIAGOLD, DATAGOLD"
4824.0,5,4,1.0,1,SOCIALMEDIA
4825.0,1,1,0.0,0,Unknown
4826.0,3,2,0.0,0,Unknown
4828.0,4,3,0.0,0,Unknown
4829.0,2,1,1.0,1,DATASILVER
4832.0,1,1,0.0,0,Unknown
4835.0,7,4,3.0,2,"DATASILVER, DATAGOLD"
4839.0,5,4,0.0,0,Unknown
4840.0,4,3,1.0,1,SOCIALMEDIAGOLD
4841.0,1,1,0.0,0,Unknown
4845.0,2,2,0.0,0,Unknown
4846.0,3,3,0.0,0,Unknown
4847.0,6,4,0.0,0,Unknown
4848.0,3,2,0.0,0,Unknown
4849.0,1,1,1.0,1,SOCIALMEDIA
4850.0,3,2,1.0,1,SOCIALMEDIA
4851.0,5,4,1.0,1,SOCIALMEDIAGOLD
4853.0,1,1,0.0,0,Unknown
4854.0,5,3,1.0,1,DATACALL
4855.0,1,1,0.0,0,Unknown
4857.0,1,1,0.0,0,Unknown
4858.0,4,3,1.0,1,SOCIALMEDIA
4859.0,4,2,1.0,1,SOCIALMEDIAGOLD
4861.0,5,5,1.0,1,DATACALL
4862.0,2,2,1.0,1,SOCIALMEDIA
4865.0,3,2,2.0,1,SOCIALMEDIA
4868.0,2,2,0.0,0,Unknown
4870.0,3,3,1.0,1,DATASILVER
4871.0,2,1,2.0,1,SOCIALMEDIAGOLD
4872.0,5,4,1.0,1,DATASILVER
4873.0,6,4,0.0,0,Unknown
4875.0,3,2,0.0,0,Unknown
4876.0,1,1,0.0,0,Unknown
4879.0,7,4,0.0,0,Unknown
4881.0,5,4,1.0,1,DATASILVER
4882.0,10,4,1.0,1,SOCIALMEDIA
4883.0,4,3,1.0,1,DATASILVER
4885.0,1,1,1.0,1,SOCIALMEDIA
4887.0,5,2,1.0,1,DATASILVER
4889.0,3,2,1.0,1,SOCIALMEDIA
4890.0,7,4,0.0,0,Unknown
4891.0,3,3,0.0,0,Unknown
4893.0,4,3,0.0,0,Unknown
4895.0,3,3,0.0,0,Unknown
4896.0,4,3,0.0,0,Unknown
4897.0,3,2,1.0,1,DATACALL
4898.0,4,2,0.0,0,Unknown
4899.0,3,1,0.0,0,Unknown
4900.0,4,3,1.0,1,SOCIALMEDIA
4901.0,5,4,1.0,1,SOCIALMEDIAGOLD
4902.0,9,4,4.0,1,DATAGOLD
4903.0,4,3,1.0,1,DATASILVER
4904.0,2,1,0.0,0,Unknown
4906.0,8,4,0.0,0,Unknown
4909.0,3,2,1.0,1,DATASILVER
4911.0,7,4,1.0,1,DATACALL
4912.0,2,2,1.0,1,SOCIALMEDIAGOLD
4913.0,2,2,1.0,1,DATASILVER
4914.0,5,5,1.0,1,SOCIALMEDIA
4915.0,4,4,1.0,1,DATACALL
4916.0,7,4,0.0,0,Unknown
4919.0,1,1,0.0,0,Unknown
4920.0,5,3,2.0,1,SOCIALMEDIA
4921.0,4,3,1.0,1,SOCIALMEDIAGOLD
4923.0,4,3,0.0,0,Unknown
4924.0,2,1,2.0,1,SOCIALMEDIA
4925.0,3,3,0.0,0,Unknown
4926.0,3,3,1.0,1,DATAGOLD
4927.0,4,3,1.0,1,SOCIALMEDIAGOLD
4929.0,1,1,1.0,1,SOCIALMEDIAGOLD
4930.0,2,2,0.0,0,Unknown
4937.0,5,5,1.0,1,DATASILVER
4938.0,6,4,0.0,0,Unknown
4943.0,3,3,0.0,0,Unknown
4944.0,2,1,2.0,1,DATASILVER
4945.0,3,2,0.0,0,Unknown
4946.0,1,1,1.0,1,DATACALL
4947.0,5,4,0.0,0,Unknown
4949.0,5,5,1.0,1,SOCIALMEDIA
4950.0,4,4,1.0,1,SOCIALMEDIAGOLD
4952.0,3,3,1.0,1,DATACALL
4953.0,5,4,0.0,0,Unknown
4954.0,1,1,1.0,1,SOCIALMEDIA
4956.0,4,3,1.0,1,DATASILVER
4958.0,4,4,1.0,1,SOCIALMEDIA
4959.0,2,1,0.0,0,Unknown
4960.0,2,1,0.0,0,Unknown
4961.0,3,2,0.0,0,Unknown
4962.0,1,1,1.0,1,DATAGOLD
4963.0,2,2,0.0,0,Unknown
4964.0,6,4,1.0,1,SOCIALMEDIA
4966.0,5,4,0.0,0,Unknown
4967.0,1,1,0.0,0,Unknown
4968.0,4,3,0.0,0,Unknown
4971.0,2,2,1.0,1,DATACALL
4972.0,3,3,1.0,1,DATASILVER
4974.0,3,3,0.0,0,Unknown
4976.0,2,2,0.0,0,Unknown
4977.0,6,4,0.0,0,Unknown
4979.0,6,4,2.0,2,"SOCIALMEDIAGOLD, DATAGOLD"
4981.0,2,2,0.0,0,Unknown
4984.0,3,2,1.0,1,DATASILVER
4985.0,6,4,1.0,1,DATAGOLD
4987.0,6,4,2.0,1,DATACALL
4988.0,4,3,0.0,0,Unknown
4994.0,1,1,0.0,0,Unknown
4995.0,7,3,0.0,0,Unknown
4996.0,6,3,0.0,0,Unknown
4999.0,5,4,1.0,1,DATAGOLD
5000.0,3,3,1.0,1,SOCIALMEDIA
5001.0,1,1,1.0,1,SOCIALMEDIAGOLD
5002.0,7,4,3.0,1,DATASILVER
5004.0,1,1,0.0,0,Unknown
5005.0,5,3,1.0,1,DATACALL
5006.0,4,3,0.0,0,Unknown
5009.0,4,3,0.0,0,Unknown
5010.0,2,2,1.0,1,DATASILVER
5012.0,3,2,0.0,0,Unknown
5014.0,3,2,0.0,0,Unknown
5015.0,5,4,0.0,0,Unknown
5016.0,3,3,1.0,1,SOCIALMEDIA
5017.0,3,3,0.0,0,Unknown
5018.0,2,2,0.0,0,Unknown
5019.0,4,3,0.0,0,Unknown
5020.0,2,2,0.0,0,Unknown
5021.0,4,3,2.0,2,"DATACALL, DATASILVER"
5022.0,5,5,1.0,1,SOCIALMEDIA
5023.0,5,4,1.0,1,DATASILVER
5025.0,6,4,2.0,1,DATAGOLD
5026.0,2,1,1.0,1,SOCIALMEDIAGOLD
5029.0,7,3,2.0,1,DATACALL
5030.0,3,2,1.0,1,DATASILVER
5032.0,2,2,0.0,0,Unknown
5033.0,3,3,2.0,2,"SOCIALMEDIAGOLD, DATASILVER"
5035.0,4,3,2.0,2,"DATACALL, SOCIALMEDIAGOLD"
5038.0,1,1,1.0,1,SOCIALMEDIA
5039.0,5,4,1.0,1,DATAGOLD
5040.0,4,3,2.0,2,"SOCIALMEDIA, DATASILVER"
5041.0,2,2,1.0,1,DATASILVER
5044.0,2,2,0.0,0,Unknown
5045.0,4,3,0.0,0,Unknown
5046.0,2,2,1.0,1,SOCIALMEDIA
5047.0,5,3,1.0,1,DATASILVER
5051.0,8,3,3.0,1,SOCIALMEDIA
5052.0,5,4,1.0,1,DATACALL
5053.0,3,2,1.0,1,SOCIALMEDIA
5054.0,5,4,1.0,1,SOCIALMEDIAGOLD
5057.0,1,1,1.0,1,SOCIALMEDIA
5059.0,5,5,0.0,0,Unknown
5064.0,1,1,1.0,1,SOCIALMEDIAGOLD
5065.0,2,2,1.0,1,SOCIALMEDIAGOLD
5068.0,4,3,0.0,0,Unknown
5071.0,5,3,1.0,1,DATAGOLD
5073.0,4,2,4.0,2,"SOCIALMEDIA, SOCIALMEDIAGOLD"
5078.0,2,2,1.0,1,SOCIALMEDIAGOLD
5079.0,4,2,0.0,0,Unknown
5081.0,4,3,3.0,3,"SOCIALMEDIA, SOCIALMEDIAGOLD, DATACALL"
5082.0,5,3,2.0,1,DATAGOLD
5083.0,3,3,1.0,1,DATASILVER
5084.0,3,3,0.0,0,Unknown
5086.0,2,2,1.0,1,DATAGOLD
5087.0,6,4,0.0,0,Unknown
5089.0,4,3,0.0,0,Unknown
5092.0,5,2,0.0,0,Unknown
5093.0,2,1,0.0,0,Unknown
5095.0,3,3,0.0,0,Unknown
5096.0,4,1,3.0,1,DATASILVER
5097.0,5,4,4.0,3,"DATASILVER, DATACALL, SOCIALMEDIA"
5099.0,3,2,0.0,0,Unknown
5100.0,2,2,0.0,0,Unknown
5101.0,8,4,1.0,1,DATASILVER
5102.0,2,2,1.0,1,SOCIALMEDIAGOLD
5103.0,2,2,0.0,0,Unknown
5104.0,5,4,1.0,1,DATASILVER
5105.0,5,5,0.0,0,Unknown
5107.0,5,3,1.0,1,SOCIALMEDIA
5108.0,3,3,1.0,1,SOCIALMEDIAGOLD
5111.0,3,1,1.0,1,DATAGOLD
5112.0,1,1,0.0,0,Unknown
5113.0,4,3,1.0,1,DATACALL
5114.0,3,3,1.0,1,DATASILVER
5115.0,6,5,0.0,0,Unknown
5116.0,6,4,0.0,0,Unknown
5118.0,2,1,0.0,0,Unknown
5119.0,6,4,1.0,1,SOCIALMEDIA
5120.0,6,4,4.0,2,"SOCIALMEDIAGOLD, DATASILVER"
5121.0,4,2,0.0,0,Unknown
5122.0,5,2,0.0,0,Unknown
5123.0,1,1,1.0,1,SOCIALMEDIA
5124.0,3,2,0.0,0,Unknown
5125.0,5,4,0.0,0,Unknown
5126.0,4,2,1.0,1,SOCIALMEDIA
5128.0,6,4,1.0,1,DATASILVER
5132.0,1,1,1.0,1,DATASILVER
5133.0,3,3,0.0,0,Unknown
5135.0,5,5,1.0,1,DATASILVER
5136.0,4,4,0.0,0,Unknown
5138.0,4,4,3.0,3,"DATASILVER, DATACALL, SOCIALMEDIA"
5140.0,6,4,0.0,0,Unknown
5141.0,3,3,0.0,0,Unknown
5142.0,2,2,0.0,0,Unknown
5147.0,1,1,0.0,0,Unknown
5148.0,5,4,1.0,1,DATASILVER
5149.0,1,1,1.0,1,DATAGOLD
5152.0,8,4,2.0,1,SOCIALMEDIA
5154.0,4,4,2.0,2,"DATASILVER, SOCIALMEDIA"
5155.0,2,2,1.0,1,SOCIALMEDIA
5156.0,5,4,1.0,1,SOCIALMEDIA
5158.0,4,3,0.0,0,Unknown
5159.0,4,4,0.0,0,Unknown
5162.0,1,1,1.0,1,DATASILVER
5163.0,7,4,1.0,1,DATASILVER
5164.0,7,5,2.0,2,"SOCIALMEDIAGOLD, SOCIALMEDIA"
5168.0,4,3,2.0,1,DATAGOLD
5171.0,6,4,0.0,0,Unknown
5172.0,3,3,0.0,0,Unknown
5175.0,6,4,1.0,1,SOCIALMEDIA
5176.0,2,2,1.0,1,SOCIALMEDIAGOLD
5177.0,6,3,0.0,0,Unknown
5178.0,4,3,1.0,1,DATACALL
5180.0,7,4,1.0,1,SOCIALMEDIA
5181.0,4,3,1.0,1,DATASILVER
5183.0,4,3,0.0,0,Unknown
5184.0,2,2,0.0,0,Unknown
5187.0,2,2,1.0,1,SOCIALMEDIAGOLD
5188.0,3,3,0.0,0,Unknown
5190.0,4,3,1.0,1,SOCIALMEDIAGOLD
5192.0,4,2,0.0,0,Unknown
5193.0,3,3,1.0,1,DATAGOLD
5194.0,3,3,2.0,2,"DATAGOLD, DATACALL"
5200.0,3,3,1.0,1,SOCIALMEDIA
5202.0,5,3,1.0,1,DATACALL
5203.0,5,4,0.0,0,Unknown
5204.0,5,3,0.0,0,Unknown
5205.0,1,1,0.0,0,Unknown
5206.0,3,2,0.0,0,Unknown
5207.0,2,1,1.0,1,DATACALL
5208.0,3,3,0.0,0,Unknown
5210.0,3,3,0.0,0,Unknown
5211.0,3,2,1.0,1,DATASILVER
5212.0,2,2,1.0,1,DATASILVER
5213.0,5,2,0.0,0,Unknown
5214.0,5,4,1.0,1,SOCIALMEDIA
5215.0,5,3,0.0,0,Unknown
5216.0,5,3,0.0,0,Unknown
5220.0,2,2,0.0,0,Unknown
5221.0,4,3,2.0,2,"SOCIALMEDIA, SOCIALMEDIAGOLD"
5222.0,3,3,1.0,1,SOCIALMEDIAGOLD
5223.0,2,1,1.0,1,DATASILVER
5224.0,5,3,0.0,0,Unknown
5226.0,2,2,0.0,0,Unknown
5227.0,5,4,1.0,1,DATACALL
5228.0,5,5,2.0,2,"SOCIALMEDIA, DATAGOLD"
5229.0,6,4,2.0,2,"SOCIALMEDIAGOLD, DATAGOLD"
5230.0,3,3,0.0,0,Unknown
5232.0,4,3,1.0,1,SOCIALMEDIAGOLD
5233.0,2,2,1.0,1,SOCIALMEDIAGOLD
5234.0,2,2,0.0,0,Unknown
5235.0,3,2,0.0,0,Unknown
5237.0,3,2,1.0,1,SOCIALMEDIAGOLD
5238.0,7,4,0.0,0,Unknown
5239.0,4,4,0.0,0,Unknown
5241.0,5,4,0.0,0,Unknown
5242.0,4,3,0.0,0,Unknown
5243.0,6,4,0.0,0,Unknown
5245.0,4,3,0.0,0,Unknown
5248.0,3,3,1.0,1,SOCIALMEDIA
5249.0,5,4,1.0,1,DATACALL
5250.0,4,3,2.0,1,DATAGOLD
5251.0,5,4,0.0,0,Unknown
5253.0,2,2,1.0,1,DATASILVER
5254.0,4,2,1.0,1,SOCIALMEDIAGOLD
5255.0,2,1,1.0,1,DATAGOLD
5256.0,5,4,0.0,0,Unknown
5257.0,3,3,1.0,1,DATASILVER
5258.0,5,4,2.0,2,"SOCIALMEDIA, DATACALL"
5260.0,3,3,0.0,0,Unknown
5262.0,2,2,0.0,0,Unknown
5263.0,1,1,0.0,0,Unknown
5266.0,1,1,0.0,0,Unknown
5267.0,2,2,0.0,0,Unknown
5268.0,5,3,2.0,1,SOCIALMEDIAGOLD
5270.0,5,4,1.0,1,DATAGOLD
5274.0,3,3,1.0,1,DATASILVER
5276.0,5,3,0.0,0,Unknown
5279.0,5,4,0.0,0,Unknown
5281.0,2,1,0.0,0,Unknown
5282.0,4,3,0.0,0,Unknown
5284.0,3,2,0.0,0,Unknown
5285.0,4,4,1.0,1,DATASILVER
5286.0,2,2,0.0,0,Unknown
5287.0,5,2,2.0,1,SOCIALMEDIA
5288.0,3,2,2.0,2,"SOCIALMEDIA, DATAGOLD"
5289.0,6,4,1.0,1,SOCIALMEDIA
5290.0,2,2,1.0,1,DATASILVER
5292.0,4,4,1.0,1,DATAGOLD
5293.0,2,2,0.0,0,Unknown
5295.0,4,2,0.0,0,Unknown
5296.0,5,3,1.0,1,DATAGOLD
5297.0,5,3,0.0,0,Unknown
5298.0,4,4,0.0,0,Unknown
5299.0,1,1,1.0,1,DATASILVER
5300.0,5,4,2.0,2,"DATACALL, SOCIALMEDIA"
5301.0,3,3,0.0,0,Unknown
5303.0,4,2,2.0,1,SOCIALMEDIA
5306.0,3,3,0.0,0,Unknown
5307.0,6,4,2.0,1,DATASILVER
5309.0,5,5,0.0,0,Unknown
5311.0,4,2,0.0,0,Unknown
5313.0,7,4,1.0,1,DATAGOLD
5314.0,2,2,0.0,0,Unknown
5315.0,5,3,0.0,0,Unknown
5316.0,8,4,0.0,0,Unknown
5317.0,7,4,0.0,0,Unknown
5318.0,1,1,0.0,0,Unknown
5319.0,2,2,0.0,0,Unknown
5323.0,4,4,2.0,2,"SOCIALMEDIA, DATAGOLD"
5324.0,6,4,1.0,1,DATAGOLD
5327.0,7,5,1.0,1,DATACALL
5330.0,9,4,2.0,1,SOCIALMEDIA
5331.0,3,3,1.0,1,SOCIALMEDIAGOLD
5332.0,4,3,0.0,0,Unknown
5334.0,2,1,0.0,0,Unknown
5336.0,5,4,1.0,1,SOCIALMEDIA
5337.0,4,3,0.0,0,Unknown
5339.0,4,2,2.0,1,DATACALL
5341.0,4,3,1.0,1,DATAGOLD
5342.0,2,2,0.0,0,Unknown
5347.0,3,2,0.0,0,Unknown
5348.0,4,3,0.0,0,Unknown
5349.0,3,2,1.0,1,DATAGOLD
5350.0,2,2,0.0,0,Unknown
5351.0,7,4,1.0,1,SOCIALMEDIA
5352.0,5,4,2.0,2,"DATASILVER, SOCIALMEDIA"
5353.0,2,2,0.0,0,Unknown
5354.0,4,3,1.0,1,SOCIALMEDIA
5356.0,4,3,0.0,0,Unknown
5357.0,4,3,0.0,0,Unknown
5358.0,3,2,0.0,0,Unknown
5361.0,6,4,0.0,0,Unknown
5362.0,4,3,1.0,1,SOCIALMEDIAGOLD
5363.0,6,3,2.0,1,SOCIALMEDIAGOLD
5364.0,4,4,0.0,0,Unknown
5366.0,6,4,0.0,0,Unknown
5367.0,1,1,0.0,0,Unknown
5368.0,3,3,1.0,1,SOCIALMEDIA
5370.0,4,4,0.0,0,Unknown
5372.0,1,1,0.0,0,Unknown
5373.0,4,4,0.0,0,Unknown
5375.0,2,2,0.0,0,Unknown
5376.0,2,2,2.0,2,"SOCIALMEDIAGOLD, SOCIALMEDIA"
5377.0,3,2,0.0,0,Unknown
5378.0,4,4,1.0,1,SOCIALMEDIAGOLD
5379.0,4,3,2.0,2,"SOCIALMEDIA, DATASILVER"
5380.0,3,2,0.0,0,Unknown
5381.0,1,1,0.0,0,Unknown
5382.0,6,4,1.0,1,DATAGOLD
5383.0,1,1,0.0,0,Unknown
5386.0,1,1,0.0,0,Unknown
5387.0,6,4,0.0,0,Unknown
5388.0,1,1,0.0,0,Unknown
5389.0,5,4,2.0,1,DATASILVER
5390.0,5,4,0.0,0,Unknown
5391.0,3,3,0.0,0,Unknown
5392.0,3,1,1.0,1,SOCIALMEDIAGOLD
5393.0,3,3,0.0,0,Unknown
5394.0,4,4,1.0,1,SOCIALMEDIAGOLD
5399.0,3,3,1.0,1,SOCIALMEDIA
5400.0,1,1,1.0,1,DATASILVER
5403.0,3,3,0.0,0,Unknown
5405.0,5,4,0.0,0,Unknown
5406.0,2,2,1.0,1,DATAGOLD
5409.0,2,2,0.0,0,Unknown
5411.0,1,1,1.0,1,DATASILVER
5412.0,4,3,0.0,0,Unknown
5413.0,5,4,0.0,0,Unknown
5414.0,4,3,0.0,0,Unknown
5415.0,1,1,0.0,0,Unknown
5417.0,7,4,1.0,1,DATASILVER
5418.0,8,4,0.0,0,Unknown
5419.0,2,2,0.0,0,Unknown
5422.0,4,4,0.0,0,Unknown
5424.0,3,3,1.0,1,DATASILVER
5425.0,4,3,1.0,1,SOCIALMEDIA
5426.0,3,3,1.0,1,DATASILVER
5427.0,1,1,0.0,0,Unknown
5429.0,2,2,1.0,1,DATACALL
5430.0,6,3,0.0,0,Unknown
5431.0,2,1,0.0,0,Unknown
5433.0,6,4,0.0,0,Unknown
5434.0,3,2,1.0,1,DATASILVER
5435.0,5,3,0.0,0,Unknown
5436.0,5,3,0.0,0,Unknown
5437.0,7,4,0.0,0,Unknown
5440.0,7,4,1.0,1,DATASILVER
5443.0,2,2,1.0,1,SOCIALMEDIA
5444.0,7,4,1.0,1,SOCIALMEDIAGOLD
5445.0,3,3,0.0,0,Unknown
5446.0,4,4,1.0,1,DATAGOLD
5447.0,2,1,2.0,1,SOCIALMEDIA
5449.0,2,1,0.0,0,Unknown
5450.0,2,2,1.0,1,SOCIALMEDIAGOLD
5454.0,5,3,0.0,0,Unknown
5455.0,1,1,1.0,1,SOCIALMEDIA
5456.0,3,2,1.0,1,SOCIALMEDIAGOLD
5457.0,7,3,0.0,0,Unknown
5460.0,1,1,0.0,0,Unknown
5461.0,6,5,0.0,0,Unknown
5462.0,6,4,0.0,0,Unknown
5463.0,5,3,0.0,0,Unknown
5464.0,5,5,2.0,2,"SOCIALMEDIAGOLD, DATAGOLD"
5465.0,1,1,0.0,0,Unknown
5466.0,5,5,0.0,0,Unknown
5469.0,4,3,1.0,1,DATACALL
5474.0,4,3,1.0,1,DATASILVER
5475.0,4,2,2.0,1,SOCIALMEDIAGOLD
5476.0,5,4,1.0,1,DATACALL
5477.0,1,1,0.0,0,Unknown
5478.0,4,4,0.0,0,Unknown
5479.0,5,2,2.0,1,DATASILVER
5481.0,4,2,0.0,0,Unknown
5483.0,5,4,0.0,0,Unknown
5485.0,3,2,2.0,1,SOCIALMEDIA
5488.0,5,4,3.0,3,"DATAGOLD, DATACALL, SOCIALMEDIAGOLD"
5489.0,1,1,0.0,0,Unknown
5490.0,4,4,0.0,0,Unknown
5491.0,2,1,1.0,1,DATASILVER
5492.0,2,2,1.0,1,DATACALL
5493.0,4,3,1.0,1,SOCIALMEDIAGOLD
5495.0,2,2,0.0,0,Unknown
5497.0,2,2,1.0,1,SOCIALMEDIAGOLD
5498.0,3,2,1.0,1,SOCIALMEDIA
5502.0,5,4,0.0,0,Unknown
5504.0,8,5,1.0,1,SOCIALMEDIAGOLD
5505.0,4,3,1.0,1,SOCIALMEDIAGOLD
5506.0,1,1,0.0,0,Unknown
5508.0,4,3,1.0,1,DATASILVER
5509.0,1,1,1.0,1,SOCIALMEDIAGOLD
5510.0,2,1,1.0,1,DATASILVER
5512.0,5,4,0.0,0,Unknown
5513.0,6,3,0.0,0,Unknown
5515.0,2,2,1.0,1,DATAGOLD
5518.0,6,5,0.0,0,Unknown
5519.0,3,2,0.0,0,Unknown
5520.0,2,2,1.0,1,SOCIALMEDIAGOLD
5521.0,1,1,0.0,0,Unknown
5522.0,3,3,1.0,1,DATASILVER
5523.0,3,1,0.0,0,Unknown
5524.0,2,2,0.0,0,Unknown
5525.0,6,4,0.0,0,Unknown
5527.0,3,2,1.0,1,SOCIALMEDIAGOLD
5530.0,5,4,1.0,1,DATACALL
5534.0,2,2,0.0,0,Unknown
5535.0,2,2,2.0,2,"DATACALL, SOCIALMEDIA"
5537.0,2,2,1.0,1,SOCIALMEDIA
5538.0,4,3,1.0,1,SOCIALMEDIA
5539.0,6,4,0.0,0,Unknown
5540.0,4,2,3.0,1,SOCIALMEDIA
5541.0,6,3,0.0,0,Unknown
5542.0,2,2,0.0,0,Unknown
5543.0,3,2,0.0,0,Unknown
5544.0,1,1,0.0,0,Unknown
5549.0,5,3,1.0,1,SOCIALMEDIA
5553.0,4,3,0.0,0,Unknown
5555.0,4,2,0.0,0,Unknown
5556.0,1,1,1.0,1,SOCIALMEDIA
5557.0,5,3,0.0,0,Unknown
5559.0,8,4,1.0,1,DATAGOLD
5561.0,1,1,0.0,0,Unknown
5562.0,5,4,1.0,1,SOCIALMEDIAGOLD
5565.0,3,2,0.0,0,Unknown
5566.0,4,3,0.0,0,Unknown
5568.0,1,1,0.0,0,Unknown
5571.0,1,1,0.0,0,Unknown
5575.0,5,5,1.0,1,DATASILVER
5578.0,1,1,1.0,1,SOCIALMEDIAGOLD
5579.0,3,3,0.0,0,Unknown
5580.0,3,1,2.0,1,DATAGOLD
5581.0,4,3,2.0,1,DATASILVER
5583.0,8,4,6.0,2,"SOCIALMEDIA, DATASILVER"
5584.0,5,5,1.0,1,SOCIALMEDIA
5587.0,4,3,1.0,1,SOCIALMEDIA
5588.0,6,4,0.0,0,Unknown
5589.0,3,2,1.0,1,SOCIALMEDIA
5590.0,3,3,0.0,0,Unknown
5591.0,2,2,1.0,1,DATACALL
5594.0,5,4,1.0,1,SOCIALMEDIAGOLD
5595.0,5,4,0.0,0,Unknown
5599.0,7,4,0.0,0,Unknown
5600.0,4,3,0.0,0,Unknown
5601.0,5,3,0.0,0,Unknown
5604.0,4,2,2.0,1,SOCIALMEDIA
5605.0,6,2,1.0,1,DATAGOLD
5606.0,2,2,0.0,0,Unknown
5607.0,3,2,1.0,1,SOCIALMEDIAGOLD
5609.0,3,2,2.0,2,"DATASILVER, SOCIALMEDIAGOLD"
5611.0,4,4,0.0,0,Unknown
5614.0,5,4,0.0,0,Unknown
5616.0,4,4,2.0,2,"DATACALL, DATASILVER"
5623.0,2,2,1.0,1,SOCIALMEDIAGOLD
5624.0,5,4,1.0,1,DATAGOLD
5625.0,2,1,0.0,0,Unknown
5626.0,1,1,1.0,1,SOCIALMEDIAGOLD
